,exp_id,ano,mes,product-type,steel,carbon,hardness,condition,formability,strength,surface-quality,shape,thick,width,len,bore,recozimento
102,204.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.699,610.0,4880.0,0,ruim
103,97.0,2020.0,8.0,C,R,0,0,S,2.2147001934235977,500,E,SHEET,1.0,1100.0,762.0,0,ideal
104,51.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,600,G,COIL,1.6,1090.0,0.0,0,ideal
105,1223.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,3.2,610.0,0.0,0,ideal
106,2368.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.599,520.0,4880.0,0,ruim
107,2042.0,2020.0,8.0,C,R,0,0,A,2.0,0,G,COIL,0.25,20.0,0.0,0,ruim
108,2194.0,2020.0,8.0,C,S,0,0,S,2.2147001934235977,400,E,COIL,0.8,75.0,0.0,0,ideal
109,1770.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,0.7,1300.0,4880.0,0,ruim
110,503.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,COIL,0.699,1320.0,0.0,0,ruim
111,105.0,2020.0,8.0,C,A,4,0,S,2.2147001934235977,0,G,COIL,1.0,1130.0,0.0,0,ideal
112,1199.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,G,COIL,0.451,1320.0,0.0,0,ideal
113,2092.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,1.6,1220.0,0.0,0,ideal
114,1750.0,2020.0,8.0,C,W,0,0,S,2.2147001934235977,310,G,COIL,1.599,1275.0,0.0,0,ideal
115,2348.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.6,610.0,4880.0,0,ideal
116,1559.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,COIL,1.599,610.0,0.0,0,ruim
117,802.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,2.0,610.0,4170.0,0,ruim
118,1241.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,1.2,1220.0,0.0,0,ruim
119,2236.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,1.599,1300.0,762.0,0,ruim
120,1080.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,COIL,1.201,1525.0,0.0,0,ruim
121,182.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,1.1,900.0,0.0,0,mediano
122,572.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,2.0,1525.0,612.0,0,ruim
123,457.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,3.5,610.0,0.0,600,mediano
124,383.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,G,COIL,0.6,610.0,0.0,0,ideal
125,1257.0,2020.0,8.0,C,W,0,0,S,2.2147001934235977,310,G,SHEET,2.5,610.0,4880.0,0,ideal
126,1746.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,0.6,50.0,0.0,0,ideal
127,1686.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.699,1320.0,760.0,0,mediano
128,16.0,2020.0,8.0,C,R,0,0,A,3.0,0,G,COIL,0.4,58.0,0.0,0,mediano
129,2089.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.2,609.9,0.0,0,ruim
130,2090.0,2020.0,8.0,C,A,0,0,A,2.0,0,G,COIL,0.7,1320.0,0.0,0,mediano
131,1231.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,COIL,1.6,1250.0,0.0,0,mediano
132,2404.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,1.601,830.0,881.0,0,ruim
133,133.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,350,G,COIL,0.9,1320.0,0.0,0,ideal
134,1343.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,COIL,2.0,1525.0,0.0,0,ruim
135,1993.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,520.0,762.0,0,ruim
136,1374.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,0.8,710.1,0.0,0,mediano
137,1377.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,COIL,0.6,610.0,0.0,0,ideal
138,1290.0,2020.0,8.0,C,R,0,0,S,2.2147001934235977,500,E,COIL,1.6,1320.0,0.0,0,ideal
139,1504.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,1.6,1320.0,1000.0,0,ruim
140,1036.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,0.7,610.0,4880.0,0,ruim
141,1454.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,COIL,0.699,1320.0,0.0,0,ruim
142,785.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,3.201,1000.0,0.0,600,mediano
143,1387.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.6,1220.0,4880.0,0,mediano
144,595.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,1.0,75.0,0.0,0,ruim
145,1951.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,COIL,1.6,1220.0,0.0,0,ruim
146,663.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,3.2,609.9,0.0,0,ruim
147,547.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.7,1320.0,0.0,0,ruim
148,2148.0,2020.0,8.0,C,A,0,70,S,2.2147001934235977,0,G,COIL,2.5,609.9,0.0,0,ideal
149,1971.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,609.9,0.0,0,ruim
150,736.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,610.0,1000.0,0,ruim
151,260.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.9,966.1,0.0,0,ruim
152,209.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,1.001,610.0,0.0,0,ruim
153,381.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,0.601,375.0,612.0,0,ruim
154,195.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.8,50.0,0.0,0,ideal
155,486.0,2020.0,8.0,C,K,45,0,S,2.2147001934235977,0,E,COIL,0.6,610.0,0.0,0,mediano
156,1481.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,0.6,610.0,4880.0,0,ruim
157,1663.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,1.6,50.0,0.0,0,ruim
158,2226.0,2020.0,8.0,C,A,0,0,S,2.0,0,G,SHEET,1.2,335.0,4170.0,0,mediano
159,915.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.7,610.0,0.0,0,ruim
160,1444.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,SHEET,0.8,1320.0,1.0,0,ruim
161,2162.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,3.2,609.9,0.0,0,ideal
162,1140.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,1.6,50.0,0.0,0,mediano
163,1338.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.699,610.0,4880.0,0,ruim
164,380.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,1.599,1300.0,4880.0,0,ruim
165,2355.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.7,610.0,4880.0,0,ruim
166,1379.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.6,1320.0,0.0,0,ruim
167,660.0,2020.0,8.0,C,A,0,0,A,2.0,0,G,SHEET,0.301,610.0,4880.0,0,ruim
168,1321.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,1220.0,762.0,0,ruim
169,2135.0,2020.0,8.0,C,R,0,0,S,2.2147001934235977,300,E,COIL,0.8,915.1,0.0,0,ideal
170,101.0,2020.0,8.0,C,A,0,85,S,2.2147001934235977,0,G,COIL,4.0,1000.0,0.0,600,mediano
171,697.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.2,335.0,612.0,0,ideal
172,1311.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,520.0,4880.0,0,ruim
173,2315.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,1.6,1320.0,0.0,0,mediano
174,1294.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,3.2,1320.0,0.0,0,ruim
175,856.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.3,610.0,4880.0,0,mediano
176,551.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,610.0,4880.0,0,ruim
177,766.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,520.0,4880.0,0,ruim
178,2073.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.3,610.0,762.0,0,ruim
179,745.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.699,610.0,0.0,0,mediano
180,1680.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,610.0,762.0,0,ruim
181,1538.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,COIL,0.6,1250.0,0.0,0,mediano
182,1153.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,1.6,1320.0,0.0,0,ruim
183,941.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,0.3,1320.0,762.0,0,mediano
184,1895.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.699,610.0,762.0,0,ruim
185,33.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.901,966.1,0.0,0,ruim
186,446.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.3,595.0,4880.0,0,ruim
187,2225.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.6,1220.0,4880.0,0,ruim
188,519.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,609.9,4880.0,0,ruim
189,428.0,2020.0,8.0,C,S,70,0,S,2.2147001934235977,0,E,SHEET,2.0,1000.0,4880.0,0,mediano
190,1548.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,SHEET,1.0,610.0,4880.0,0,ruim
191,265.0,2020.0,8.0,C,A,0,0,S,1.0,0,G,COIL,3.2,60.0,0.0,0,ruim
192,789.0,2020.0,8.0,C,K,55,0,S,2.2147001934235977,0,E,COIL,1.0,900.0,0.0,0,mediano
193,1787.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,COIL,0.7,1320.0,0.0,0,mediano
194,397.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,1.6,1320.0,0.0,0,mediano
195,1805.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,1.6,610.0,762.0,0,ruim
196,1082.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.8,1300.0,762.0,0,ruim
197,2317.0,2020.0,8.0,C,A,0,0,A,2.0,0,G,SHEET,0.301,1320.0,4880.0,0,ruim
198,1620.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,G,COIL,0.601,610.0,0.0,0,ideal
199,2304.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,1320.0,762.0,0,ruim
200,2335.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,600,G,COIL,1.3,1090.0,0.0,0,ideal
201,149.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,520.0,4880.0,0,ruim
202,589.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,600,G,SHEET,0.9,610.0,1220.0,0,ideal
203,403.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,1300.0,762.0,0,ruim
204,353.0,2020.0,8.0,C,M,0,0,S,2.2147001934235977,350,G,COIL,1.399,609.9,0.0,0,ideal
205,144.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,1.599,610.0,761.0,0,ruim
206,875.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.699,610.0,0.0,0,ruim
207,251.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.7,1220.0,0.0,0,ruim
208,1863.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,0.599,610.0,761.0,0,ruim
209,996.0,2020.0,8.0,C,A,0,0,S,2.0,0,F,SHEET,0.699,610.0,400.0,0,ruim
210,659.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,SHEET,1.6,1320.0,612.0,0,ruim
211,82.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,SHEET,0.5,609.9,612.0,0,ruim
212,1913.0,2020.0,8.0,C,A,0,45,S,2.2147001934235977,0,D,COIL,0.301,1320.0,0.0,0,ruim
213,1899.0,2020.0,8.0,C,K,65,0,S,2.2147001934235977,0,E,COIL,3.2,640.0,0.0,500,mediano
214,583.0,2020.0,8.0,C,A,0,0,S,3.0,0,F,SHEET,0.6,610.0,762.0,0,ruim
215,1310.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.6,249.9,0.0,0,ideal
216,1102.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.7,610.0,0.0,0,mediano
217,172.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,3.2,1300.0,762.0,0,mediano
218,1422.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,SHEET,1.599,1320.0,762.0,0,ruim
219,1870.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,1.9,1135.0,0.0,600,mediano
220,171.0,2020.0,8.0,C,V,0,0,S,2.0,0,E,COIL,0.699,609.9,0.0,0,ruim
221,691.0,2020.0,8.0,C,A,0,0,S,2.0,0,E,COIL,0.699,610.0,0.0,0,ruim
222,1225.0,2020.0,8.0,C,R,0,0,S,3.0,0,E,SHEET,0.8,1320.0,762.0,0,ruim
223,1560.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,COIL,0.901,966.0,0.0,0,ruim
224,1757.0,2020.0,8.0,C,A,0,0,S,5.0,0,E,COIL,0.8,75.0,0.0,0,ruim
225,35.0,2020.0,8.0,C,R,0,0,S,2.0,0,E,SHEET,0.7,1320.0,762.0,0,ruim
226,1302.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,SHEET,0.601,1250.0,762.0,0,ideal
227,2284.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,COIL,0.799,609.0,0.0,0,ideal
228,74.0,2020.0,8.0,C,R,6,0,S,2.2147001934235977,0,E,SHEET,1.0,610.0,4880.0,0,ruim
229,1056.0,2020.0,8.0,C,A,0,50,S,2.2147001934235977,0,E,COIL,0.6,20.0,0.0,0,ideal
230,54.0,2020.0,8.0,C,K,45,0,S,2.2147001934235977,0,E,COIL,0.6,900.0,0.0,0,mediano
231,2081.0,2020.0,8.0,C,R,6,0,S,2.2147001934235977,0,E,SHEET,1.0,610.0,762.0,0,ideal
232,1582.0,2020.0,8.0,C,A,0,0,A,1.0,0,E,COIL,0.5,250.0,0.0,0,ruim
233,2025.0,2020.0,8.0,C,A,0,0,S,3.0,0,E,COIL,0.6,50.0,0.0,0,mediano
234,2134.0,2020.0,8.0,C,W,0,0,S,2.2147001934235977,310,G,SHEET,2.5,1274.9,762.0,0,ideal
235,1976.0,2020.0,8.0,C,A,0,60,S,2.2147001934235977,0,G,SHEET,0.801,255.1,270.0,0,ideal
